accuracy,avg_valid_rank,rank,avg_valid_len,len
0.5242,1.9317,0,7.8026,4
0.5242,1.9315,1,7.8021,5
0.5242,1.9315,-1,7.8021,6
0.5241,1.9315,-1,7.8021,1
0.5242,1.9323,7,7.8012,2
0.5241,1.9323,-1,7.8012,3
0.5241,1.9323,-1,7.8012,1
0.5241,1.9333,8,7.8003,2
0.5241,1.9333,-1,7.8003,3
0.5240,1.9333,-1,7.8003,4
0.5241,1.9333,2,7.7998,5
0.5241,1.9341,7,7.7996,6
0.5242,1.9341,2,7.7994,7
0.5242,1.9338,0,7.7995,8
0.5242,1.9341,4,7.7984,1
0.5243,1.9338,0,7.7975,2
0.5242,1.9338,-1,7.7975,3
0.5242,1.9338,-1,7.7975,4
0.5241,1.9338,-1,7.7975,5
0.5242,1.9335,0,7.7972,6
0.5241,1.9335,-1,7.7972,7
0.5241,1.9335,-1,7.7972,8
0.5241,1.9335,-1,7.7972,1
0.5241,1.9345,8,7.7963,2
0.5241,1.9342,0,7.7955,3
0.5242,1.9351,8,7.7949,4
0.5241,1.9351,-1,7.7949,5
0.5242,1.9348,0,7.7947,6
0.5241,1.9348,-1,7.7947,7
0.5241,1.9348,-1,7.7947,8
0.5240,1.9348,-1,7.7947,1
0.5241,1.9345,0,7.7937,2
0.5240,1.9345,-1,7.7937,1
0.5241,1.9351,6,7.7928,2
0.5241,1.9361,8,7.7921,3
0.5242,1.9359,1,7.7915,4
0.5241,1.9359,-1,7.7915,5
0.5242,1.9358,1,7.7912,6
0.5242,1.9355,0,7.7911,7
0.5241,1.9355,-1,7.7911,8
0.5241,1.9355,-1,7.7911,9
0.5241,1.9355,-1,7.7911,10
0.5241,1.9353,1,7.7916,11
0.5241,1.9353,-1,7.7916,12
0.5240,1.9353,-1,7.7916,13
0.5241,1.9350,0,7.7926,14
0.5241,1.9349,1,7.7937,15
0.5240,1.9349,-1,7.7937,16
0.5240,1.9349,-1,7.7937,17
0.5240,1.9346,0,7.7953,18
0.5240,1.9346,-1,7.7953,1
0.5240,1.9343,0,7.7944,2
0.5240,1.9343,-1,7.7944,3
0.5240,1.9348,5,7.7938,4
0.5241,1.9348,2,7.7934,5
0.5240,1.9348,-1,7.7934,6
0.5241,1.9345,0,7.7932,7
0.5241,1.9350,5,7.7933,8
0.5241,1.9346,0,7.7934,9
0.5241,1.9346,-1,7.7934,10
0.5241,1.9343,0,7.7940,11
0.5241,1.9343,-1,7.7940,1
0.5241,1.9340,0,7.7930,2
0.5241,1.9340,-1,7.7930,3
0.5241,1.9340,-1,7.7930,4
0.5240,1.9340,-1,7.7930,1
0.5241,1.9337,0,7.7921,2
0.5240,1.9337,-1,7.7921,3
0.5240,1.9337,-1,7.7921,4
0.5239,1.9337,-1,7.7921,1
0.5240,1.9334,0,7.7912,2
0.5239,1.9334,-1,7.7912,3
0.5239,1.9334,-1,7.7912,4
0.5238,1.9334,-1,7.7912,1
0.5239,1.9331,0,7.7903,2
0.5238,1.9331,-1,7.7903,3
0.5238,1.9331,-1,7.7903,4
0.5237,1.9331,-1,7.7903,1
0.5238,1.9328,0,7.7894,2
0.5237,1.9328,-1,7.7894,3
0.5237,1.9328,-1,7.7894,4
0.5237,1.9328,-1,7.7894,1
0.5237,1.9325,0,7.7885,2
0.5236,1.9325,-1,7.7885,3
0.5236,1.9325,-1,7.7885,4
0.5236,1.9325,-1,7.7885,1
0.5236,1.9322,0,7.7876,2
0.5236,1.9330,7,7.7869,3
0.5237,1.9327,0,7.7863,4
0.5237,1.9326,1,7.7858,5
0.5238,1.9323,0,7.7855,6
0.5237,1.9323,-1,7.7855,7
0.5238,1.9320,0,7.7856,8
0.5237,1.9320,-1,7.7856,9
0.5238,1.9328,7,7.7859,10
0.5238,1.9325,0,7.7864,11
0.5238,1.9323,1,7.7871,12
0.5239,1.9320,0,7.7879,13
0.5239,1.9323,4,7.7889,14
0.5239,1.9323,-1,7.7889,1
0.5239,1.9325,3,7.7880,2
0.5239,1.9325,-1,7.7880,3
0.5239,1.9336,9,7.7874,4
0.5239,1.9336,-1,7.7874,5
0.5238,1.9336,-1,7.7874,6
0.5238,1.9336,-1,7.7874,7
0.5237,1.9336,-1,7.7874,1
0.5238,1.9333,0,7.7865,2
0.5238,1.9341,7,7.7857,3
0.5238,1.9338,0,7.7851,4
0.5239,1.9336,1,7.7847,5
0.5239,1.9333,0,7.7844,6
0.5239,1.9333,-1,7.7844,7
0.5239,1.9330,0,7.7845,8
0.5239,1.9330,-1,7.7845,9
0.5239,1.9338,7,7.7848,10
0.5240,1.9335,0,7.7853,11
0.5240,1.9334,1,7.7860,12
0.5240,1.9331,0,7.7868,13
0.5241,1.9334,4,7.7877,14
0.5240,1.9334,-1,7.7877,1
0.5241,1.9336,3,7.7868,2
0.5240,1.9336,-1,7.7868,3
0.5241,1.9347,9,7.7862,4
0.5240,1.9347,-1,7.7862,5
0.5240,1.9347,-1,7.7862,6
0.5239,1.9347,-1,7.7862,7
0.5239,1.9347,-1,7.7862,1
0.5239,1.9345,1,7.7853,2
0.5239,1.9345,-1,7.7853,3
0.5238,1.9345,-1,7.7853,4
0.5239,1.9344,1,7.7849,5
0.5239,1.9344,2,7.7846,6
0.5240,1.9346,3,7.7845,7
0.5239,1.9346,-1,7.7845,8
0.5239,1.9346,-1,7.7845,9
0.5238,1.9346,-1,7.7845,10
0.5238,1.9346,-1,7.7845,1
0.5238,1.9344,1,7.7836,2
0.5238,1.9344,-1,7.7836,3
0.5237,1.9344,-1,7.7836,4
0.5238,1.9343,1,7.7832,5
0.5238,1.9343,2,7.7829,6
0.5239,1.9344,3,7.7828,7
0.5238,1.9344,-1,7.7828,8
0.5238,1.9344,-1,7.7828,9
0.5237,1.9344,-1,7.7828,10
0.5237,1.9344,-1,7.7828,1
0.5237,1.9343,1,7.7819,2
0.5237,1.9343,-1,7.7819,3
0.5236,1.9343,-1,7.7819,4
0.5237,1.9342,1,7.7814,5
0.5237,1.9342,2,7.7812,6
0.5238,1.9343,3,7.7810,7
0.5237,1.9343,-1,7.7810,8
0.5237,1.9343,-1,7.7810,9
0.5236,1.9343,-1,7.7810,10
0.5236,1.9343,-1,7.7810,1
0.5236,1.9342,1,7.7801,2
0.5236,1.9342,-1,7.7801,3
0.5235,1.9342,-1,7.7801,4
0.5236,1.9340,1,7.7797,5
0.5236,1.9340,2,7.7794,6
0.5237,1.9342,3,7.7793,7
0.5236,1.9342,-1,7.7793,8
0.5236,1.9342,-1,7.7793,9
0.5235,1.9342,-1,7.7793,10
0.5235,1.9342,-1,7.7793,1
0.5235,1.9341,1,7.7784,2
0.5235,1.9341,-1,7.7784,3
0.5234,1.9341,-1,7.7784,4
0.5235,1.9339,1,7.7780,5
0.5235,1.9339,2,7.7777,6
0.5236,1.9341,3,7.7776,7
0.5235,1.9341,-1,7.7776,8
0.5235,1.9341,-1,7.7776,9
0.5234,1.9341,-1,7.7776,10
0.5234,1.9341,-1,7.7776,1
0.5234,1.9338,0,7.7767,2
0.5235,1.9335,0,7.7759,3
0.5235,1.9332,0,7.7754,4
0.5235,1.9331,1,7.7749,5
0.5236,1.9328,0,7.7747,6
0.5236,1.9325,0,7.7745,7
0.5236,1.9325,-1,7.7745,8
0.5236,1.9322,0,7.7747,9
0.5237,1.9319,0,7.7751,10
0.5236,1.9319,-1,7.7751,11
0.5237,1.9316,0,7.7757,12
0.5237,1.9313,0,7.7765,13
0.5236,1.9313,-1,7.7765,14
0.5237,1.9311,1,7.7777,15
0.5236,1.9311,-1,7.7777,16
0.5237,1.9308,0,7.7791,17
0.5237,1.9308,2,7.7807,18
0.5238,1.9316,7,7.7824,19
0.5237,1.9316,-1,7.7824,20
0.5238,1.9315,1,7.7845,21
0.5238,1.9312,0,7.7867,22
0.5238,1.9309,0,7.7890,23
0.5238,1.9309,-1,7.7890,24
0.5238,1.9310,3,7.7917,25
0.5238,1.9310,-1,7.7917,1
0.5237,1.9310,-1,7.7917,2
0.5238,1.9309,1,7.7909,3
0.5237,1.9309,-1,7.7909,4
0.5237,1.9309,-1,7.7909,5
0.5237,1.9306,0,7.7907,6
0.5238,1.9317,9,7.7905,7
0.5238,1.9314,0,7.7906,8
0.5238,1.9314,-1,7.7906,9
0.5238,1.9311,0,7.7909,10
0.5238,1.9308,0,7.7914,11
0.5239,1.9305,0,7.7921,12
0.5239,1.9310,5,7.7929,13
0.5239,1.9310,-1,7.7929,14
0.5239,1.9308,1,7.7940,15
0.5240,1.9307,1,7.7953,16
0.5240,1.9308,3,7.7967,17
0.5240,1.9305,0,7.7983,18
0.5241,1.9302,0,7.7972,1
0.5240,1.9302,-1,7.7972,2
0.5241,1.9306,4,7.7965,3
0.5241,1.9303,0,7.7959,4
0.5241,1.9303,-1,7.7959,5
0.5241,1.9300,0,7.7956,6
0.5241,1.9300,-1,7.7956,7
0.5240,1.9300,-1,7.7956,8
0.5241,1.9297,0,7.7958,9
0.5241,1.9294,0,7.7961,10
0.5241,1.9294,-1,7.7961,11
0.5240,1.9294,-1,7.7961,12
0.5240,1.9294,-1,7.7961,1
0.5240,1.9295,3,7.7952,2
0.5240,1.9295,-1,7.7952,3
0.5239,1.9295,-1,7.7952,4
0.5239,1.9295,-1,7.7952,5
0.5239,1.9292,0,7.7950,6
0.5239,1.9292,-1,7.7950,1
0.5239,1.9291,1,7.7941,2
0.5240,1.9288,0,7.7933,3
0.5240,1.9285,0,7.7927,4
0.5240,1.9288,4,7.7923,5
0.5241,1.9285,0,7.7920,6
0.5241,1.9282,0,7.7919,7
0.5241,1.9290,7,7.7919,8
0.5242,1.9287,0,7.7921,9
0.5241,1.9287,-1,7.7921,1
0.5241,1.9287,-1,7.7921,2
0.5241,1.9284,0,7.7914,3
0.5241,1.9284,-1,7.7914,4
0.5241,1.9283,1,7.7910,5
0.5242,1.9280,0,7.7907,6
0.5242,1.9277,0,7.7906,7
0.5243,1.9280,4,7.7906,8
0.5242,1.9280,-1,7.7906,9
0.5242,1.9278,1,7.7909,10
0.5242,1.9278,-1,7.7909,11
0.5242,1.9278,-1,7.7909,12
0.5242,1.9285,6,7.7917,13
0.5242,1.9289,5,7.7927,14
0.5242,1.9289,-1,7.7927,1
0.5242,1.9286,0,7.7918,2
0.5243,1.9290,4,7.7911,3
0.5243,1.9290,2,7.7905,4
0.5243,1.9290,-1,7.7905,5
0.5242,1.9290,-1,7.7905,6
0.5243,1.9296,6,7.7904,7
0.5242,1.9296,-1,7.7904,8
0.5243,1.9299,4,7.7905,9
0.5243,1.9302,4,7.7895,1
0.5243,1.9299,0,7.7886,2
0.5243,1.9299,-1,7.7886,3
0.5243,1.9299,-1,7.7886,4
0.5242,1.9299,-1,7.7886,5
0.5243,1.9296,0,7.7883,6
0.5242,1.9296,-1,7.7883,7
0.5242,1.9296,-1,7.7883,8
0.5241,1.9296,-1,7.7883,1
0.5242,1.9306,8,7.7874,2
0.5242,1.9303,0,7.7867,3
0.5242,1.9312,8,7.7861,4
0.5242,1.9312,-1,7.7861,5
0.5242,1.9309,0,7.7858,6
0.5242,1.9309,-1,7.7858,7
0.5242,1.9309,-1,7.7858,8
0.5241,1.9309,-1,7.7858,1
0.5241,1.9309,-1,7.7858,2
0.5241,1.9308,1,7.7851,3
0.5241,1.9311,4,7.7845,4
0.5241,1.9311,-1,7.7845,5
0.5241,1.9311,-1,7.7845,6
0.5241,1.9314,4,7.7844,7
0.5241,1.9314,-1,7.7844,8
0.5240,1.9314,-1,7.7844,9
0.5240,1.9314,-1,7.7844,10
0.5240,1.9311,0,7.7849,11
0.5240,1.9310,1,7.7855,12
0.5240,1.9310,-1,7.7855,1
0.5240,1.9310,-1,7.7855,2
0.5239,1.9310,-1,7.7855,3
0.5239,1.9310,-1,7.7855,4
0.5239,1.9311,3,7.7851,5
0.5239,1.9311,-1,7.7851,6
0.5238,1.9311,-1,7.7851,7
0.5238,1.9311,-1,7.7851,8
0.5238,1.9308,0,7.7853,9
0.5239,1.9305,0,7.7856,10
0.5239,1.9312,6,7.7861,11
0.5239,1.9310,1,7.7868,12
0.5240,1.9307,0,7.7876,13
0.5240,1.9307,2,7.7885,14
0.5241,1.9304,0,7.7897,15
0.5240,1.9304,-1,7.7897,16
0.5241,1.9302,0,7.7911,17
0.5240,1.9302,-1,7.7911,18
0.5241,1.9300,1,7.7928,19
0.5241,1.9297,0,7.7947,20
0.5240,1.9297,-1,7.7947,21
0.5241,1.9294,0,7.7968,22
0.5241,1.9291,0,7.7992,23
0.5241,1.9291,-1,7.7992,24
0.5241,1.9291,2,7.8018,25
0.5241,1.9291,-1,7.8018,1
0.5241,1.9291,2,7.8009,2
0.5242,1.9288,0,7.8002,3
0.5242,1.9296,7,7.7996,4
0.5242,1.9296,-1,7.7996,5
0.5241,1.9296,-1,7.7996,6
0.5241,1.9296,-1,7.7996,7
0.5240,1.9296,-1,7.7996,8
0.5240,1.9296,-1,7.7996,9
0.5240,1.9304,7,7.7986,1
0.5241,1.9304,2,7.7977,2
0.5240,1.9304,-1,7.7977,3
0.5240,1.9304,-1,7.7977,4
0.5239,1.9304,-1,7.7977,5
0.5239,1.9304,-1,7.7977,1
0.5239,1.9301,0,7.7968,2
0.5240,1.9303,3,7.7957,1
0.5239,1.9303,-1,7.7957,2
0.5240,1.9300,0,7.7950,3
0.5240,1.9298,1,7.7944,4
0.5240,1.9295,0,7.7940,5
0.5241,1.9292,0,7.7937,6
0.5241,1.9290,0,7.7936,7
0.5241,1.9290,-1,7.7936,8
0.5241,1.9288,1,7.7938,9
0.5241,1.9285,0,7.7941,10
0.5241,1.9285,-1,7.7941,11
0.5241,1.9285,-1,7.7941,12
0.5241,1.9287,3,7.7931,1
0.5241,1.9287,-1,7.7931,2
0.5241,1.9284,0,7.7923,3
0.5241,1.9282,1,7.7918,4
0.5242,1.9279,0,7.7913,5
0.5242,1.9277,0,7.7911,6
0.5243,1.9274,0,7.7909,7
0.5242,1.9274,-1,7.7909,8
0.5242,1.9272,1,7.7911,9
0.5243,1.9269,0,7.7915,10
0.5242,1.9269,-1,7.7915,11
0.5242,1.9269,-1,7.7915,12
0.5242,1.9269,-1,7.7915,1
0.5242,1.9269,2,7.7906,2
0.5242,1.9277,7,7.7899,3
0.5243,1.9274,0,7.7893,4
0.5243,1.9277,4,7.7888,5
0.5244,1.9274,0,7.7886,6
0.5243,1.9274,-1,7.7886,7
0.5243,1.9271,0,7.7886,8
0.5243,1.9271,-1,7.7886,9
0.5243,1.9271,-1,7.7886,1
0.5243,1.9268,0,7.7877,2
0.5243,1.9270,3,7.7870,3
0.5243,1.9270,-1,7.7870,4
0.5243,1.9270,-1,7.7870,5
0.5242,1.9270,-1,7.7870,1
0.5243,1.9275,5,7.7861,2
0.5243,1.9286,9,7.7854,3
0.5242,1.9286,-1,7.7854,4
0.5243,1.9283,0,7.7850,5
0.5243,1.9287,5,7.7839,1
0.5243,1.9287,-1,7.7839,1
0.5242,1.9287,-1,7.7839,2
0.5243,1.9287,2,7.7832,3
0.5242,1.9287,-1,7.7832,4
0.5243,1.9291,4,7.7828,5
0.5243,1.9289,1,7.7825,6
0.5244,1.9286,0,7.7824,7
0.5243,1.9286,-1,7.7824,8
0.5243,1.9286,-1,7.7824,9
0.5242,1.9286,-1,7.7824,1
0.5243,1.9291,5,7.7815,2
0.5243,1.9302,9,7.7808,3
0.5243,1.9302,-1,7.7808,4
0.5243,1.9299,0,7.7803,5
0.5243,1.9299,-1,7.7803,1
0.5242,1.9299,-1,7.7803,1
0.5243,1.9300,3,7.7795,2
0.5243,1.9302,3,7.7787,3
0.5243,1.9299,0,7.7782,4
0.5243,1.9299,-1,7.7782,5
0.5243,1.9296,0,7.7779,6
0.5244,1.9299,4,7.7778,7
0.5243,1.9299,-1,7.7778,8
0.5244,1.9301,3,7.7779,9
0.5244,1.9298,0,7.7783,10
0.5244,1.9298,-1,7.7783,11
0.5243,1.9298,-1,7.7783,12
0.5243,1.9298,-1,7.7783,13
0.5243,1.9303,5,7.7792,14
0.5243,1.9300,0,7.7803,15
0.5244,1.9298,1,7.7793,1
0.5244,1.9295,0,7.7784,2
0.5245,1.9292,0,7.7777,3
0.5245,1.9290,0,7.7771,4
0.5245,1.9290,-1,7.7771,5
0.5245,1.9291,3,7.7768,6
0.5245,1.9291,-1,7.7768,7
0.5245,1.9291,2,7.7769,8
0.5245,1.9288,0,7.7771,9
0.5246,1.9285,0,7.7774,10
0.5246,1.9282,0,7.7779,11
0.5246,1.9280,0,7.7785,12
0.5247,1.9280,2,7.7775,1
0.5246,1.9280,-1,7.7775,2
0.5247,1.9277,0,7.7768,3
0.5247,1.9274,0,7.7762,4
0.5247,1.9274,-1,7.7762,5
0.5246,1.9274,-1,7.7762,6
0.5246,1.9274,-1,7.7762,1
0.5246,1.9274,2,7.7753,2
0.5247,1.9271,0,7.7746,3
0.5246,1.9271,-1,7.7746,4
0.5247,1.9274,4,7.7742,5
0.5247,1.9271,0,7.7739,6
0.5247,1.9270,1,7.7738,7
0.5248,1.9279,8,7.7738,8
0.5248,1.9288,8,7.7740,9
0.5248,1.9285,0,7.7744,10
0.5249,1.9282,0,7.7748,11
0.5248,1.9282,-1,7.7748,12
0.5249,1.9284,3,7.7756,13
0.5249,1.9281,0,7.7766,14
0.5249,1.9281,-1,7.7766,15
0.5249,1.9283,3,7.7778,16
0.5249,1.9283,-1,7.7778,17
0.5249,1.9280,0,7.7794,18
0.5250,1.9289,8,7.7811,19
0.5250,1.9286,0,7.7829,20
0.5249,1.9286,-1,7.7829,1
0.5250,1.9283,0,7.7821,2
0.5250,1.9280,0,7.7813,3
0.5251,1.9277,0,7.7808,4
0.5251,1.9279,3,7.7803,5
0.5251,1.9279,2,7.7801,6
0.5252,1.9278,1,7.7799,7
0.5251,1.9278,-1,7.7799,1
0.5251,1.9278,-1,7.7799,2
0.5251,1.9275,0,7.7792,3
0.5252,1.9275,2,7.7787,4
0.5252,1.9272,0,7.7782,5
0.5252,1.9272,-1,7.7782,6
0.5252,1.9275,4,7.7781,7
0.5252,1.9275,-1,7.7781,8
0.5252,1.9272,0,7.7783,9
0.5252,1.9283,9,7.7786,10
0.5252,1.9283,-1,7.7786,11
0.5252,1.9280,0,7.7793,12
0.5252,1.9280,-1,7.7793,13
0.5252,1.9277,0,7.7802,14
0.5253,1.9274,0,7.7813,15
0.5252,1.9274,-1,7.7813,16
0.5252,1.9274,-1,7.7813,1
0.5252,1.9271,0,7.7804,2
0.5253,1.9268,0,7.7797,3
0.5252,1.9268,-1,7.7797,4
0.5252,1.9268,-1,7.7797,5
0.5252,1.9265,0,7.7794,6
0.5252,1.9265,-1,7.7794,7
0.5251,1.9265,-1,7.7794,8
0.5252,1.9262,0,7.7796,9
0.5251,1.9262,-1,7.7796,10
0.5251,1.9262,-1,7.7796,11
0.5250,1.9262,-1,7.7796,1
0.5250,1.9262,-1,7.7796,2
0.5250,1.9262,-1,7.7796,1
0.5250,1.9259,0,7.7788,2
0.5250,1.9257,0,7.7780,3
0.5251,1.9255,1,7.7775,4
0.5250,1.9255,-1,7.7775,5
0.5251,1.9266,9,7.7772,6
0.5250,1.9266,-1,7.7772,7
0.5251,1.9264,1,7.7772,8
0.5250,1.9264,-1,7.7772,9
0.5251,1.9262,0,7.7776,10
0.5251,1.9272,9,7.7780,11
0.5251,1.9269,0,7.7787,12
0.5251,1.9269,-1,7.7787,13
0.5251,1.9271,3,7.7796,14
0.5251,1.9271,-1,7.7796,15
0.5250,1.9271,-1,7.7796,1
0.5251,1.9270,1,7.7788,2
0.5250,1.9270,-1,7.7788,3
0.5250,1.9270,-1,7.7788,4
0.5250,1.9270,-1,7.7788,5
0.5250,1.9270,2,7.7785,6
0.5250,1.9270,-1,7.7785,7
0.5249,1.9270,-1,7.7785,8
0.5249,1.9270,-1,7.7785,1
0.5248,1.9270,-1,7.7785,2
0.5249,1.9274,5,7.7778,3
0.5248,1.9274,-1,7.7778,4
0.5249,1.9273,1,7.7773,5
0.5248,1.9273,-1,7.7773,6
0.5249,1.9270,0,7.7772,7
0.5248,1.9270,-1,7.7772,8
0.5249,1.9269,1,7.7774,9
0.5249,1.9276,7,7.7777,10
0.5249,1.9273,0,7.7782,11
0.5249,1.9273,-1,7.7782,12
0.5248,1.9273,-1,7.7782,1
0.5248,1.9273,-1,7.7782,2
0.5248,1.9273,-1,7.7782,3
0.5248,1.9270,0,7.7777,4
0.5248,1.9270,-1,7.7777,5
0.5248,1.9268,0,7.7774,6
0.5248,1.9268,-1,7.7774,7
0.5248,1.9265,0,7.7774,8
0.5248,1.9268,4,7.7776,9
0.5248,1.9268,-1,7.7776,10
0.5248,1.9265,0,7.7781,11
0.5248,1.9265,-1,7.7781,12
0.5248,1.9262,0,7.7789,13
0.5248,1.9262,-1,7.7789,14
0.5248,1.9261,1,7.7800,15
0.5248,1.9261,-1,7.7800,16
0.5248,1.9258,0,7.7814,17
0.5249,1.9258,2,7.7829,18
0.5248,1.9258,-1,7.7829,1
0.5248,1.9255,0,7.7820,2
0.5248,1.9255,-1,7.7820,3
0.5248,1.9255,-1,7.7820,4
0.5248,1.9266,9,7.7816,5
0.5248,1.9266,-1,7.7816,6
0.5248,1.9267,3,7.7815,7
0.5248,1.9267,-1,7.7815,8
0.5248,1.9264,0,7.7817,9
0.5248,1.9264,-1,7.7817,10
0.5248,1.9261,0,7.7822,11
0.5247,1.9261,-1,7.7822,12
0.5247,1.9261,-1,7.7822,13
0.5247,1.9261,-1,7.7822,14
0.5247,1.9272,9,7.7832,15
0.5247,1.9272,-1,7.7832,16
0.5246,1.9272,-1,7.7832,17
0.5246,1.9272,-1,7.7832,18
0.5245,1.9272,-1,7.7832,19
0.5245,1.9272,-1,7.7832,1
0.5245,1.9269,0,7.7824,2
0.5245,1.9269,-1,7.7824,3
0.5245,1.9271,3,7.7818,4
0.5245,1.9271,-1,7.7818,5
0.5244,1.9271,-1,7.7818,6
0.5244,1.9271,-1,7.7818,1
0.5244,1.9275,5,7.7809,2
0.5244,1.9275,-1,7.7809,3
0.5244,1.9281,6,7.7804,4
0.5244,1.9281,-1,7.7804,5
0.5244,1.9282,2,7.7801,6
0.5244,1.9282,-1,7.7801,1
0.5244,1.9283,3,7.7792,2
0.5245,1.9280,0,7.7785,3
0.5244,1.9280,-1,7.7785,4
0.5244,1.9280,-1,7.7785,5
0.5243,1.9280,-1,7.7785,1
0.5243,1.9280,-1,7.7785,1
0.5243,1.9277,0,7.7776,2
0.5244,1.9274,0,7.7769,3
0.5244,1.9272,0,7.7764,4
0.5245,1.9269,0,7.7759,5
0.5245,1.9266,0,7.7757,6
0.5245,1.9263,0,7.7756,7
0.5245,1.9263,-1,7.7756,1
0.5244,1.9263,-1,7.7756,1
0.5244,1.9263,-1,7.7756,2
0.5244,1.9263,-1,7.7756,3
0.5244,1.9260,0,7.7750,4
0.5244,1.9260,-1,7.7750,5
0.5244,1.9260,2,7.7747,6
0.5244,1.9260,-1,7.7747,7
0.5243,1.9260,-1,7.7747,8
0.5244,1.9265,5,7.7737,1
0.5244,1.9262,0,7.7728,2
0.5243,1.9262,-1,7.7728,3
0.5243,1.9262,-1,7.7728,1
0.5243,1.9262,-1,7.7728,2
0.5243,1.9268,6,7.7721,3
0.5243,1.9265,0,7.7716,4
0.5243,1.9265,-1,7.7716,5
0.5243,1.9262,0,7.7713,6
0.5243,1.9262,-1,7.7713,7
0.5243,1.9262,-1,7.7713,8
0.5243,1.9261,1,7.7715,9
0.5243,1.9259,1,7.7718,10
0.5244,1.9262,4,7.7723,11
0.5243,1.9262,-1,7.7723,1
0.5244,1.9261,1,7.7714,2
0.5244,1.9258,0,7.7707,3
0.5244,1.9257,1,7.7702,4
0.5245,1.9254,0,7.7697,5
0.5245,1.9251,0,7.7695,6
0.5245,1.9251,-1,7.7695,1
0.5244,1.9251,-1,7.7695,1
0.5245,1.9250,1,7.7686,2
0.5244,1.9250,-1,7.7686,3
0.5244,1.9250,-1,7.7686,4
0.5244,1.9247,0,7.7682,5
0.5244,1.9247,-1,7.7682,6
0.5243,1.9247,-1,7.7682,7
0.5243,1.9247,-1,7.7682,8
0.5243,1.9244,0,7.7684,9
0.5244,1.9247,4,7.7687,10
0.5243,1.9247,-1,7.7687,11
0.5244,1.9258,9,7.7693,12
0.5243,1.9258,-1,7.7693,13
0.5244,1.9255,0,7.7703,14
0.5243,1.9255,-1,7.7703,1
0.5244,1.9252,0,7.7694,2
0.5244,1.9256,5,7.7687,3
0.5244,1.9254,0,7.7681,4
0.5245,1.9251,0,7.7677,5
0.5245,1.9248,0,7.7675,6
0.5245,1.9245,0,7.7673,7
0.5245,1.9245,-1,7.7673,8
0.5245,1.9242,0,7.7675,9
0.5245,1.9242,-1,7.7675,10
0.5245,1.9241,1,7.7680,11
0.5245,1.9241,-1,7.7680,1
0.5245,1.9238,0,7.7671,2
0.5246,1.9235,0,7.7664,3
0.5246,1.9232,0,7.7659,4
0.5246,1.9229,0,7.7655,5
0.5247,1.9226,0,7.7652,6
0.5247,1.9223,0,7.7651,7
0.5248,1.9221,0,7.7651,8
0.5247,1.9221,-1,7.7651,1
0.5248,1.9225,5,7.7641,1
0.5247,1.9225,-1,7.7641,1
0.5248,1.9222,0,7.7632,2
0.5247,1.9222,-1,7.7632,3
0.5247,1.9222,-1,7.7632,4
0.5246,1.9222,-1,7.7632,5
0.5247,1.9219,0,7.7630,6
0.5247,1.9217,0,7.7629,7
0.5247,1.9214,0,7.7629,8
0.5247,1.9214,-1,7.7629,9
0.5247,1.9217,4,7.7632,10
0.5248,1.9221,5,7.7637,11
0.5248,1.9218,0,7.7644,12
0.5248,1.9219,2,7.7651,13
0.5248,1.9219,-1,7.7651,14
0.5248,1.9219,-1,7.7651,1
0.5247,1.9219,-1,7.7651,2
0.5247,1.9219,-1,7.7651,3
0.5247,1.9216,0,7.7646,4
0.5247,1.9216,-1,7.7646,5
0.5247,1.9219,4,7.7643,6
0.5247,1.9219,-1,7.7643,1
0.5247,1.9228,8,7.7633,1
0.5247,1.9228,-1,7.7633,2
0.5247,1.9227,1,7.7626,3
0.5247,1.9224,0,7.7620,4
0.5247,1.9224,-1,7.7620,5
0.5247,1.9224,-1,7.7620,6
0.5247,1.9221,0,7.7619,7
0.5247,1.9218,0,7.7620,8
0.5248,1.9215,0,7.7621,9
0.5247,1.9215,-1,7.7621,1
0.5247,1.9215,-1,7.7621,2
0.5247,1.9221,6,7.7614,3
0.5248,1.9218,0,7.7609,4
0.5247,1.9218,-1,7.7609,1
0.5248,1.9224,6,7.7600,2
0.5248,1.9224,2,7.7593,3
0.5248,1.9222,0,7.7587,4
0.5248,1.9222,-1,7.7587,5
0.5248,1.9222,2,7.7585,6
0.5249,1.9228,6,7.7584,7
0.5249,1.9229,3,7.7584,8
0.5249,1.9229,-1,7.7584,9
0.5249,1.9228,1,7.7587,10
0.5249,1.9225,0,7.7592,11
0.5250,1.9222,0,7.7599,12
0.5250,1.9225,4,7.7606,13
0.5250,1.9225,-1,7.7606,14
0.5250,1.9224,1,7.7617,15
0.5250,1.9224,-1,7.7617,16
0.5249,1.9224,-1,7.7617,17
0.5249,1.9224,-1,7.7617,1
0.5248,1.9224,-1,7.7617,2
0.5248,1.9224,-1,7.7617,1
0.5248,1.9224,-1,7.7617,2
0.5247,1.9224,-1,7.7617,3
0.5248,1.9221,0,7.7611,4
0.5247,1.9221,-1,7.7611,5
0.5248,1.9223,3,7.7609,6
0.5248,1.9221,1,7.7608,7
0.5248,1.9221,-1,7.7608,8
0.5248,1.9219,0,7.7610,9
0.5248,1.9226,7,7.7600,1
0.5249,1.9237,9,7.7591,2
0.5249,1.9238,3,7.7584,3
0.5249,1.9237,1,7.7578,4
0.5249,1.9237,-1,7.7578,5
0.5249,1.9237,-1,7.7578,6
